transaction_id,amount,hour_of_day,is_online,distance_from_home_km,transactions_last_24h,is_fraud
T1348,723.0,23,1,2.7,2,0
T1349,854.0,23,1,13.4,0,0
T1350,1461.0,21,0,10.3,2,0
T1351,3036.0,17,0,11.5,6,0
T1352,2647.0,20,0,1.1,1,0
T1353,628.0,19,0,12.5,5,0
T1354,835.0,7,0,5.0,3,0
T1355,1163.0,9,1,9.3,0,0
T1356,3957.0,13,0,2.2,1,0
T1357,2091.0,8,1,7.4,4,0
T1358,1264.0,19,0,16.7,2,0
T1359,2435.0,15,0,2.2,5,0
T1360,737.0,20,0,3.7,0,0
T1361,242.0,16,0,41.8,5,0
T1362,2437.0,9,0,16.6,2,0
T1363,2910.0,9,1,6.9,1,0
T1364,1108.0,17,0,15.8,3,0
T1365,3065.0,19,0,9.3,3,0
T1366,1360.0,17,0,8.4,1,0
T1367,3562.0,10,1,2.4,1,0
T1368,970.0,13,0,9.8,1,0
T1369,964.0,16,1,3.7,3,0
T1370,1329.0,14,1,42.3,2,1
T1371,1383.0,8,0,4.3,4,0
T1372,1769.0,13,1,12.5,0,0
T1373,1135.0,16,0,6.6,7,0
T1374,1198.0,18,0,4.9,1,0
T1375,3213.0,19,1,27.5,2,0
T1376,1760.0,22,1,0.8,1,0
T1377,2262.0,7,1,9.1,1,0
T1378,378.0,8,1,0.6,3,0
T1379,2272.0,12,1,26.2,3,0
T1380,1078.0,20,0,17.9,2,0
T1381,3582.0,13,1,7.9,2,0
T1382,2651.0,17,1,7.3,4,0
T1383,1108.0,8,0,20.2,2,0
T1384,3520.0,15,0,15.1,1,0
T1385,382.0,12,1,69.9,1,1
T1386,4249.0,12,0,7.3,1,0
T1387,2236.0,19,0,25.5,0,0
T1388,1219.0,13,0,1.0,2,0
T1389,675.0,18,0,7.5,2,0
T1390,1183.0,12,1,14.9,5,0
T1391,1836.0,19,0,23.0,2,0
T1392,1518.0,17,1,10.4,0,0
T1393,4281.0,12,0,3.7,1,0
T1394,10142.0,18,1,41.8,3,1
T1395,3244.0,18,0,4.7,3,0
T1396,4003.0,10,0,11.6,2,0
T1397,2597.0,19,0,0.2,2,0
T1398,2752.0,8,0,5.2,1,0
T1399,3747.0,20,0,6.0,2,0
T1400,444.0,18,0,3.3,1,0
T1401,706.0,19,1,11.8,1,0
T1402,360.0,1,0,98.4,6,1
T1403,3706.0,14,0,1.9,3,0
T1404,283.0,0,1,12.5,2,0
T1405,852.0,17,1,6.8,4,0
T1406,2787.0,14,1,7.1,1,0
T1407,920.0,18,1,1.9,1,0
T1408,613.0,15,0,8.1,5,0
T1409,3057.0,21,1,23.3,7,1
T1410,778.0,22,1,0.3,2,0
T1411,2853.0,17,0,9.2,5,0
T1412,1541.0,14,0,6.2,4,0
T1413,1414.0,6,0,7.5,2,0
T1414,2083.0,14,0,7.9,3,0
T1415,3932.0,8,0,11.7,1,0
T1416,602.0,21,1,6.3,1,0
T1417,766.0,5,1,10.7,1,0
T1418,687.0,21,0,5.9,5,0
T1419,2539.0,13,1,19.4,3,0
T1420,348.0,8,0,1.1,0,0
T1421,1109.0,20,0,6.9,0,0
T1422,3975.0,20,1,161.1,4,1
T1423,1722.0,17,0,6.9,1,0
T1424,6245.0,0,0,47.3,4,1
T1425,3037.0,17,0,0.0,0,0
T1426,4421.0,14,0,3.0,1,0
T1427,2000.0,12,0,1.9,3,0
T1428,698.0,11,1,3.9,0,0
T1429,2190.0,23,0,3.0,0,0
T1430,1177.0,5,0,9.3,1,0
T1431,2412.0,18,1,31.9,2,0
T1432,1129.0,16,1,27.5,7,1
T1433,634.0,9,0,3.8,1,0
T1434,1002.0,0,0,11.8,2,0
T1435,623.0,20,0,4.2,5,0
T1436,745.0,19,0,10.5,3,0
T1437,1251.0,10,1,2.4,3,0
T1438,1306.0,11,1,13.9,1,0
T1439,1925.0,18,0,8.7,2,0
T1440,1075.0,22,1,6.2,3,0
T1441,3112.0,3,0,9.5,0,0
T1442,852.0,22,0,4.5,1,0
T1443,378.0,17,0,1.1,1,0
T1444,857.0,16,0,8.8,3,0
T1445,170.0,22,0,9.4,3,0
T1446,2385.0,11,1,17.3,2,0
T1447,1378.0,11,0,4.1,4,0
T1448,1051.0,14,0,13.8,1,0
T1449,55.0,8,0,5.2,0,0
T1450,2177.0,20,1,10.3,2,0
T1451,718.0,19,1,4.8,3,0
T1452,3667.0,0,0,11.3,2,0
T1453,2633.0,21,0,2.9,2,0
T1454,303.0,18,0,11.5,3,0
T1455,781.0,19,0,27.2,4,0
T1456,1011.0,12,0,1.3,1,0
T1457,1789.0,11,1,3.3,2,0
T1458,1535.0,20,1,0.3,3,0
T1459,2460.0,13,0,29.8,1,0
T1460,1631.0,10,0,6.6,2,0
T1461,531.0,14,1,10.5,1,0
T1462,2159.0,9,1,24.9,2,0
T1463,2404.0,20,1,18.8,3,0
T1464,752.0,14,0,10.0,1,0
T1465,1431.0,11,1,5.2,3,0
T1466,1530.0,19,0,6.0,2,0
T1467,1299.0,14,0,9.6,2,0
T1468,2179.0,22,1,0.4,1,0
T1469,1380.0,10,0,9.7,3,0
T1470,1116.0,15,0,2.1,5,0
T1471,951.0,9,0,11.0,1,0
T1472,791.0,18,1,1.6,0,0
T1473,238.0,14,0,4.5,1,0
T1474,1993.0,13,0,2.8,1,0
T1475,203.0,17,1,9.3,1,0
T1476,2263.0,14,0,5.4,0,0
T1477,105.0,22,0,14.5,3,0
T1478,921.0,6,1,0.7,2,0
T1479,2374.0,14,1,3.0,0,0
T1480,1509.0,13,1,32.4,2,0
T1481,361.0,19,0,16.8,0,0
T1482,235.0,17,1,3.5,1,0
T1483,3612.0,9,0,16.8,2,0
T1484,577.0,14,0,1.4,6,0
T1485,474.0,10,0,4.2,4,0
T1486,1825.0,20,0,57.3,4,0
T1487,1870.0,9,0,14.4,1,0
T1488,1521.0,20,0,0.3,5,0
T1489,1346.0,8,0,3.0,5,0
T1490,129.0,16,1,21.1,1,0
T1491,397.0,14,0,2.1,0,0
T1492,4636.0,20,0,1.0,2,0
T1493,3448.0,9,1,40.4,2,0
T1494,926.0,9,0,15.5,0,0
T1495,2793.0,14,1,11.8,2,0
T1496,3963.0,9,1,2.3,3,0
T1497,3357.0,7,0,11.0,2,0
T1498,970.0,16,1,7.6,2,0
T1499,2346.0,20,0,8.9,1,0
T1500,438.0,15,1,0.8,4,0
